Order ID,Order Date,Region,Category,Sub-Category,Quantity,Discount,Sales,Profit
ORD-0003626,2022-02-06,East,Technology,Accessories,2,0.0,1018.94,343.67
ORD-0003627,2022-02-06,Central,Furniture,Furnishings,3,0.1,920.91,197.62
ORD-0003628,2022-02-07,West,Furniture,Chairs,2,0.3,291.14,36.37
ORD-0003629,2022-02-07,Central,Office Supplies,Art,2,0.3,95.83,8.03
ORD-0003630,2022-02-07,West,Office Supplies,Binders,3,0.3,122.42,13.08
ORD-0003631,2022-02-07,East,Technology,Copiers,5,0.0,1053.22,225.21
ORD-0003632,2022-02-07,Central,Technology,Copiers,1,0.0,320.46,74.68
ORD-0003633,2022-02-07,West,Technology,Phones,6,0.15,1200.56,140.97
ORD-0003634,2022-02-07,Central,Technology,Copiers,4,0.0,1074.47,302.87
ORD-0003635,2022-02-07,East,Technology,Phones,2,0.2,659.03,149.09
ORD-0003636,2022-02-07,East,Office Supplies,Storage,6,0.0,237.74,16.3
ORD-0003637,2022-02-07,West,Office Supplies,Binders,3,0.0,87.15,8.66
ORD-0003638,2022-02-07,Central,Furniture,Bookcases,4,0.2,718.22,90.08
ORD-0003639,2022-02-07,West,Technology,Copiers,6,0.1,2243.39,303.77
ORD-0003640,2022-02-07,East,Technology,Accessories,2,0.2,476.6,28.94
ORD-0003641,2022-02-07,East,Office Supplies,Binders,6,0.3,309.0,70.97
ORD-0003642,2022-02-07,Central,Technology,Accessories,1,0.3,173.04,16.15
ORD-0003643,2022-02-07,Central,Furniture,Furnishings,2,0.15,660.7,53.36
ORD-0003644,2022-02-08,East,Office Supplies,Paper,3,0.2,140.77,9.12
ORD-0003645,2022-02-08,West,Office Supplies,Storage,1,0.0,38.61,4.69
ORD-0003646,2022-02-08,South,Office Supplies,Art,1,0.0,38.3,6.25
ORD-0003647,2022-02-08,East,Office Supplies,Storage,4,0.15,177.26,49.27
ORD-0003648,2022-02-08,Central,Furniture,Furnishings,6,0.0,1454.61,74.29
ORD-0003649,2022-02-08,South,Furniture,Bookcases,6,0.0,1269.38,341.49
ORD-0003650,2022-02-08,Central,Technology,Copiers,7,0.2,1586.07,310.07
ORD-0003651,2022-02-08,Central,Furniture,Tables,1,0.0,312.16,45.24
ORD-0003652,2022-02-08,South,Office Supplies,Art,6,0.1,169.9,37.98
ORD-0003653,2022-02-08,East,Office Supplies,Art,5,0.0,195.06,49.33
ORD-0003654,2022-02-08,Central,Office Supplies,Paper,4,0.15,90.8,6.64
ORD-0003655,2022-02-08,East,Furniture,Tables,3,0.15,745.96,133.12
ORD-0003656,2022-02-09,East,Furniture,Furnishings,6,0.0,2039.7,326.14
ORD-0003657,2022-02-09,East,Furniture,Tables,3,0.2,762.74,88.65
ORD-0003658,2022-02-09,East,Furniture,Furnishings,7,0.1,656.27,197.51
ORD-0003659,2022-02-09,West,Office Supplies,Storage,5,0.15,194.92,38.22
ORD-0003660,2022-02-09,East,Furniture,Chairs,2,0.15,553.3,136.46
ORD-0003661,2022-02-09,South,Office Supplies,Binders,1,0.15,30.04,6.9
ORD-0003662,2022-02-09,Central,Office Supplies,Binders,3,0.0,121.73,36.05
ORD-0003663,2022-02-09,Central,Office Supplies,Art,6,0.0,230.69,52.73
ORD-0003664,2022-02-09,Central,Furniture,Bookcases,2,0.0,466.12,96.36
ORD-0003665,2022-02-09,South,Furniture,Furnishings,5,0.15,1481.15,389.7
ORD-0003666,2022-02-09,South,Office Supplies,Storage,4,0.0,95.34,29.22
ORD-0003667,2022-02-09,South,Furniture,Bookcases,7,0.3,1550.21,144.15
ORD-0003668,2022-02-09,South,Furniture,Tables,6,0.1,1527.02,220.94
ORD-0003669,2022-02-09,West,Technology,Copiers,2,0.0,890.77,160.32
ORD-0003670,2022-02-10,Central,Technology,Machines,1,0.2,297.22,42.38
ORD-0003671,2022-02-10,South,Office Supplies,Binders,4,0.3,145.64,27.25
ORD-0003672,2022-02-10,East,Furniture,Tables,5,0.0,1014.35,87.87
ORD-0003673,2022-02-10,Central,Technology,Machines,7,0.0,2450.44,420.57
ORD-0003674,2022-02-10,South,Furniture,Tables,6,0.3,1665.02,66.12
ORD-0003675,2022-02-10,West,Office Supplies,Paper,5,0.1,221.29,42.12
ORD-0003676,2022-02-10,West,Office Supplies,Binders,4,0.0,159.99,24.44
ORD-0003677,2022-02-11,East,Technology,Copiers,2,0.0,750.35,68.8
ORD-0003678,2022-02-11,West,Technology,Copiers,4,0.15,1307.19,298.52
ORD-0003679,2022-02-11,West,Office Supplies,Paper,2,0.2,66.72,13.65
ORD-0003680,2022-02-11,South,Office Supplies,Binders,5,0.0,130.51,36.16
ORD-0003681,2022-02-11,Central,Furniture,Bookcases,4,0.2,848.16,37.41
ORD-0003682,2022-02-11,West,Office Supplies,Storage,7,0.15,173.08,34.75
ORD-0003683,2022-02-11,South,Furniture,Bookcases,2,0.3,331.85,52.06
ORD-0003684,2022-02-11,Central,Office Supplies,Storage,1,0.0,49.14,11.73
ORD-0003685,2022-02-11,East,Office Supplies,Art,6,0.0,284.21,90.98
ORD-0003686,2022-02-11,West,Technology,Machines,6,0.3,1813.58,275.58
ORD-0003687,2022-02-12,East,Office Supplies,Art,1,0.1,23.33,3.38
ORD-0003688,2022-02-12,West,Technology,Phones,3,0.1,1095.23,115.45
ORD-0003689,2022-02-12,West,Technology,Accessories,4,0.2,1208.36,322.68
ORD-0003690,2022-02-13,East,Office Supplies,Binders,5,0.0,203.72,55.74
ORD-0003691,2022-02-13,South,Office Supplies,Storage,1,0.1,38.09,4.85
ORD-0003692,2022-02-13,West,Office Supplies,Binders,3,0.15,113.83,31.75
ORD-0003693,2022-02-13,East,Office Supplies,Art,7,0.1,223.04,20.02
ORD-0003694,2022-02-14,East,Office Supplies,Storage,6,0.2,186.03,33.66
ORD-0003695,2022-02-14,Central,Office Supplies,Storage,2,0.0,70.89,12.01
ORD-0003696,2022-02-14,East,Technology,Accessories,1,0.0,371.37,91.79
ORD-0003697,2022-02-14,South,Furniture,Furnishings,4,0.3,586.29,69.24
ORD-0003698,2022-02-14,South,Technology,Phones,3,0.0,1007.72,266.53
ORD-0003699,2022-02-14,East,Office Supplies,Paper,7,0.1,204.29,38.09
ORD-0003700,2022-02-15,Central,Office Supplies,Binders,5,0.0,197.43,11.36
ORD-0003701,2022-02-15,Central,Technology,Phones,7,0.0,2457.1,736.93
ORD-0003702,2022-02-15,Central,Office Supplies,Art,7,0.3,295.29,38.89
ORD-0003703,2022-02-15,East,Technology,Copiers,7,0.3,1955.61,293.04
ORD-0003704,2022-02-15,Central,Technology,Phones,1,0.1,240.19,73.09
ORD-0003705,2022-02-15,West,Technology,Machines,1,0.0,278.96,60.71
ORD-0003706,2022-02-15,West,Office Supplies,Art,4,0.0,160.4,39.43
ORD-0003707,2022-02-15,West,Furniture,Bookcases,7,0.3,2289.28,126.98
ORD-0003708,2022-02-15,South,Office Supplies,Paper,2,0.3,109.23,20.35
ORD-0003709,2022-02-15,Central,Office Supplies,Art,7,0.0,313.76,81.95
ORD-0003710,2022-02-16,East,Furniture,Tables,5,0.15,1194.82,193.25
ORD-0003711,2022-02-16,East,Furniture,Tables,6,0.0,1735.91,319.12
ORD-0003712,2022-02-16,East,Office Supplies,Binders,4,0.0,159.31,34.35
ORD-0003713,2022-02-16,Central,Furniture,Tables,5,0.1,919.36,222.75
ORD-0003714,2022-02-16,South,Furniture,Furnishings,3,0.0,648.01,191.7
ORD-0003715,2022-02-16,East,Office Supplies,Art,3,,113.6,20.22
ORD-0003716,2022-02-16,South,Furniture,Furnishings,3,0.2,506.3,53.84
ORD-0003717,2022-02-16,South,Office Supplies,Binders,4,0.1,197.44,43.73
ORD-0003718,2022-02-16,West,Office Supplies,Storage,1,0.15,30.41,4.52
ORD-0003719,2022-02-16,West,Technology,Accessories,2,0.0,3105.0,368.17
ORD-0003720,2022-02-16,Central,Furniture,Tables,2,0.0,401.17,125.47
ORD-0003721,2022-02-16,Central,Furniture,Bookcases,3,0.1,713.53,122.67
ORD-0003722,2022-02-17,Central,Office Supplies,Storage,4,0.0,188.08,30.51
ORD-0003723,2022-02-17,West,Technology,Copiers,1,0.3,284.98,29.68
ORD-0003724,2022-02-17,West,Technology,Copiers,3,0.2,787.7,214.96
ORD-0003725,2022-02-17,South,Furniture,Tables,4,0.15,986.98,215.43
ORD-0003726,2022-02-17,West,Office Supplies,Storage,1,0.1,23.09,3.69
ORD-0003727,2022-02-17,East,Office Supplies,Binders,3,0.15,94.71,16.33
ORD-0003728,2022-02-17,West,Office Supplies,Storage,1,0.1,32.0,1.61
ORD-0003729,2022-02-17,East,Technology,Accessories,6,0.0,1868.96,411.82
ORD-0003730,2022-02-17,East,Furniture,Chairs,3,0.0,788.73,239.83
ORD-0003731,2022-02-17,Central,Technology,Machines,1,0.3,446.54,76.82
ORD-0003732,2022-02-17,South,Furniture,Bookcases,1,0.0,171.32,56.21
ORD-0003733,2022-02-18,South,Furniture,Chairs,1,0.1,295.91,88.98
ORD-0003734,2022-02-18,Central,Office Supplies,Storage,6,0.3,296.89,39.34
ORD-0003735,2022-02-18,West,Technology,Copiers,2,0.3,481.05,43.59
ORD-0003736,2022-02-18,West,Technology,Machines,4,0.0,1193.0,78.77
ORD-0003737,2022-02-18,East,Office Supplies,Paper,6,0.2,159.52,15.1
ORD-0003738,2022-02-18,South,Office Supplies,Art,3,0.15,115.03,11.11
ORD-0003739,2022-02-18,East,Technology,Accessories,1,0.2,277.11,32.76
ORD-0003740,2022-02-18,East,Furniture,Tables,1,0.15,281.84,43.07
ORD-0003741,2022-02-19,East,Furniture,Furnishings,2,0.0,278.99,55.83
ORD-0003742,2022-02-19,East,Office Supplies,Storage,4,0.0,103.07,34.74
ORD-0003743,2022-02-19,West,Furniture,Chairs,4,0.0,879.08,239.1
ORD-0003744,2022-02-19,East,Technology,Copiers,2,0.1,249.34,19.1
ORD-0003745,2022-02-19,Central,Furniture,Furnishings,4,0.0,1182.78,395.98
ORD-0003746,2022-02-19,South,Furniture,Tables,6,0.15,1450.02,256.32
ORD-0003747,2022-02-19,East,Furniture,Chairs,6,0.0,1459.47,203.58
ORD-0003748,2022-02-20,West,Furniture,Furnishings,6,0.0,1578.66,327.54
ORD-0003749,2022-02-20,Central,Office Supplies,Storage,3,0.3,106.99,17.45
ORD-0003750,2022-02-20,South,Office Supplies,Art,7,0.3,200.61,14.96
ORD-0003751,2022-02-20,South,Technology,Accessories,6,0.0,1594.52,373.61
ORD-0003752,2022-02-21,South,Furniture,Tables,3,0.2,587.74,94.16
ORD-0003753,2022-02-21,South,Technology,Copiers,2,0.2,626.88,123.51
ORD-0003754,2022-02-21,Central,Furniture,Furnishings,1,0.0,233.54,58.49
ORD-0003755,2022-02-21,South,Furniture,Furnishings,3,0.0,675.13,91.72
ORD-0003756,2022-02-21,Central,Office Supplies,Art,5,0.15,245.07,69.15
ORD-0003757,2022-02-21,South,Technology,Copiers,5,0.15,1884.56,122.3
ORD-0003758,2022-02-21,Central,Office Supplies,Paper,2,0.1,61.49,6.21
ORD-0003759,2022-02-21,Central,Office Supplies,Paper,5,0.0,230.27,41.43
ORD-0003760,2022-02-22,Central,Technology,Accessories,3,0.1,1153.78,332.22
ORD-0003761,2022-02-22,Central,Technology,Phones,6,0.0,2079.95,550.5
ORD-0003762,2022-02-22,West,Technology,Phones,7,0.0,3162.39,817.68
ORD-0003763,2022-02-22,West,Office Supplies,Art,1,0.3,35.82,8.47
ORD-0003764,2022-02-22,South,Office Supplies,Paper,6,0.0,281.31,38.23
ORD-0003765,2022-02-22,West,Office Supplies,Binders,3,0.3,118.49,11.28
ORD-0003766,2022-02-22,South,Furniture,Bookcases,5,0.0,1504.93,152.94
ORD-0003767,2022-02-23,South,Furniture,Bookcases,2,0.3,791.72,80.67
ORD-0003768,2022-02-23,West,Office Supplies,Art,2,0.15,75.54,9.55
ORD-0003769,2022-02-23,South,Technology,Phones,1,0.0,316.68,92.16
ORD-0003770,2022-02-23,East,Office Supplies,Art,6,0.0,195.89,23.39
ORD-0003771,2022-02-23,West,Office Supplies,Paper,2,0.0,71.2,6.78
ORD-0003772,2022-02-23,Central,Office Supplies,Storage,6,0.1,144.42,18.86
ORD-0003773,2022-02-23,Central,Office Supplies,Art,3,0.2,136.81,29.12
ORD-0003774,2022-02-23,East,Furniture,Bookcases,7,0.3,1898.15,260.58
ORD-0003775,2022-02-23,East,Technology,Copiers,3,0.15,655.55,124.75
ORD-0003776,2022-02-24,West,Technology,Machines,6,0.1,1923.0,145.98
ORD-0003777,2022-02-24,East,Office Supplies,Art,7,0.2,266.77,47.5
ORD-0003778,2022-02-24,Central,Office Supplies,Storage,5,0.0,256.6,49.09
ORD-0003779,2022-02-24,East,Technology,Machines,3,0.0,1224.16,264.87
ORD-0003780,2022-02-24,South,Technology,Phones,3,0.3,671.06,81.45
ORD-0003781,2022-02-24,West,Technology,Phones,4,0.0,1449.95,213.12
ORD-0003782,2022-02-24,West,Technology,Phones,2,0.0,741.93,228.0
ORD-0003783,2022-02-24,South,Office Supplies,Storage,7,0.15,275.29,47.34
ORD-0003784,2022-02-25,East,Technology,Accessories,3,0.3,627.88,70.01
ORD-0003785,2022-02-25,East,Furniture,Bookcases,3,0.15,754.12,214.3
ORD-0003786,2022-02-25,South,Technology,Machines,7,0.0,2327.79,809.66
ORD-0003787,2022-02-25,West,Office Supplies,Binders,2,0.1,51.33,11.15
ORD-0003788,2022-02-25,Central,Office Supplies,Art,6,0.0,152.52,23.58
ORD-0003789,2022-02-25,East,Furniture,Tables,2,0.2,445.01,99.24
ORD-0003790,2022-02-25,Central,Office Supplies,Paper,4,0.2,117.18,22.74
ORD-0003791,2022-02-26,West,Office Supplies,Storage,5,0.2,180.54,33.86
ORD-0003792,2022-02-26,South,Office Supplies,Paper,3,0.0,85.36,24.06
ORD-0003793,2022-02-26,Central,Office Supplies,Art,5,0.1,141.69,34.2
ORD-0003794,2022-02-26,West,Furniture,Tables,3,0.15,660.28,80.79
ORD-0003795,2022-02-26,East,Office Supplies,Binders,6,0.3,202.65,16.0
ORD-0003796,2022-02-26,South,Furniture,Tables,3,0.0,855.4,139.94
ORD-0003797,2022-02-26,Central,Furniture,Furnishings,3,0.0,830.63,66.13
ORD-0003798,2022-02-26,East,Technology,Copiers,3,0.3,1063.52,242.99
ORD-0003799,2022-02-26,East,Technology,Machines,3,0.0,695.08,81.75
ORD-0003800,2022-02-27,East,Office Supplies,Binders,6,0.3,179.85,25.58
ORD-0003801,2022-02-27,Central,Technology,Copiers,2,0.0,830.39,166.17
ORD-0003802,2022-02-27,West,Technology,Copiers,6,0.0,2369.71,561.51
ORD-0003803,2022-02-28,East,Office Supplies,Storage,1,0.15,34.03,1.61
ORD-0003804,2022-02-28,East,Technology,Copiers,4,0.0,1248.12,268.29
ORD-0003805,2022-02-28,South,Office Supplies,Storage,1,0.1,38.45,7.15
ORD-0003806,2022-02-28,East,Office Supplies,Art,1,0.2,27.75,2.85
ORD-0003807,2022-02-28,South,Technology,Phones,6,0.0,1871.7,272.03
ORD-0003808,2022-02-28,South,Furniture,Bookcases,1,0.3,235.3,57.24
ORD-0003809,2022-02-28,East,Office Supplies,Binders,7,0.2,240.75,42.84
ORD-0003810,2022-02-28,South,Office Supplies,Storage,3,0.3,123.23,9.12
ORD-0003811,2022-02-28,East,Furniture,Furnishings,2,0.2,802.43,162.72
ORD-0003812,2022-02-28,West,Office Supplies,Paper,1,0.0,34.63,3.02
ORD-0003813,2022-02-28,West,Furniture,Furnishings,1,0.0,317.04,31.21
ORD-0003814,2022-02-28,Central,Office Supplies,Paper,6,0.0,229.91,66.5
ORD-0003815,2022-02-28,South,Furniture,Chairs,1,0.3,300.62,64.31
ORD-0003816,2022-02-28,South,Furniture,Chairs,6,0.2,700.39,49.69
ORD-0003817,2022-03-01,Central,Technology,Phones,2,0.0,489.29,75.34
ORD-0003818,2022-03-01,West,Office Supplies,Art,6,0.0,167.58,28.96
ORD-0003819,2022-03-01,West,Office Supplies,Paper,6,0.1,180.29,32.83
ORD-0003820,2022-03-01,East,Furniture,Bookcases,3,0.0,571.82,181.02
ORD-0003821,2022-03-01,West,Furniture,Bookcases,1,0.0,231.97,40.64
ORD-0003822,2022-03-01,South,Office Supplies,Art,5,0.2,157.41,11.08
ORD-0003823,2022-03-02,Central,Furniture,Furnishings,7,0.0,2123.22,313.87
ORD-0003824,2022-03-02,South,Technology,Machines,4,0.2,1942.06,266.86
ORD-0003825,2022-03-02,South,Furniture,Tables,2,0.3,487.89,109.93
ORD-0003826,2022-03-02,West,Office Supplies,Art,5,0.2,118.8,25.29
ORD-0003827,2022-03-02,West,Furniture,Tables,6,0.0,2192.48,653.73
ORD-0003828,2022-03-02,West,Furniture,Bookcases,3,0.1,932.26,153.71
ORD-0003829,2022-03-02,West,Technology,Phones,7,0.1,2387.55,190.99
ORD-0003830,2022-03-03,East,Office Supplies,Binders,4,0.0,170.78,28.99
ORD-0003831,2022-03-03,South,Office Supplies,Storage,6,0.0,150.59,11.27
ORD-0003832,2022-03-03,South,Office Supplies,Storage,2,0.0,62.68,8.46
ORD-0003833,2022-03-03,East,Office Supplies,Storage,6,0.3,281.5,13.51
ORD-0003834,2022-03-03,East,Furniture,Furnishings,5,0.15,933.94,108.87
ORD-0003835,2022-03-03,South,Furniture,Furnishings,6,0.15,1936.45,431.3
ORD-0003836,2022-03-03,West,Technology,Machines,1,0.0,299.43,71.46
ORD-0003837,2022-03-03,East,Office Supplies,Storage,3,0.0,86.97,23.7
ORD-0003838,2022-03-03,Central,Technology,Phones,5,0.2,1790.05,124.57
ORD-0003839,2022-03-03,East,Technology,Machines,3,0.15,946.68,64.97
ORD-0003840,2022-03-03,Central,Office Supplies,Binders,4,0.15,130.57,33.04
ORD-0003841,2022-03-03,West,Office Supplies,Paper,1,0.0,43.12,7.0
ORD-0003842,2022-03-03,South,Furniture,Bookcases,6,0.0,1443.25,96.4
ORD-0003843,2022-03-03,Central,Office Supplies,Binders,3,0.3,108.19,21.36
ORD-0003844,2022-03-03,West,Furniture,Furnishings,3,0.2,429.01,31.24
ORD-0003845,2022-03-04,Central,Office Supplies,Binders,3,0.15,136.68,17.3
ORD-0003846,2022-03-04,Central,Office Supplies,Paper,3,0.15,96.54,22.02
ORD-0003847,2022-03-04,South,Furniture,Bookcases,3,0.15,801.71,67.04
ORD-0003848,2022-03-04,East,Technology,Copiers,3,0.3,1287.43,156.57
ORD-0003849,2022-03-04,East,Office Supplies,Art,2,0.0,95.13,20.77
ORD-0003850,2022-03-04,East,Office Supplies,Paper,1,0.2,38.22,7.89
ORD-0003851,2022-03-04,South,Technology,Machines,4,0.3,1304.7,100.63
ORD-0003852,2022-03-04,Central,Office Supplies,Paper,5,0.0,164.59,55.86
ORD-0003853,2022-03-05,West,Office Supplies,Paper,3,0.2,117.28,9.45
ORD-0003854,2022-03-05,East,Furniture,Tables,1,0.0,248.94,27.18
ORD-0003855,2022-03-05,West,Office Supplies,Art,4,0.15,219.32,51.23
ORD-0003856,2022-03-05,East,Technology,Copiers,3,0.15,1090.33,232.03
ORD-0003857,2022-03-05,South,Technology,Copiers,5,0.0,1646.34,530.56
ORD-0003858,2022-03-05,South,Technology,Machines,5,0.0,1636.84,299.6
ORD-0003859,2022-03-06,East,Technology,Phones,6,0.3,1149.38,168.48
ORD-0003860,2022-03-06,South,Furniture,Furnishings,7,0.2,1680.28,251.21
ORD-0003861,2022-03-06,East,Office Supplies,Paper,6,0.3,141.03,17.2
ORD-0003862,2022-03-06,West,Furniture,Tables,7,0.2,1976.0,193.62
ORD-0003863,2022-03-06,East,Furniture,Chairs,3,0.1,1107.08,233.72
ORD-0003864,2022-03-06,West,Furniture,Bookcases,7,0.2,1492.6,375.11
ORD-0003865,2022-03-06,West,Office Supplies,Paper,3,0.0,134.67,17.02
ORD-0003866,2022-03-06,East,Office Supplies,Storage,1,0.1,30.02,2.76
ORD-0003867,2022-03-06,Central,Technology,Accessories,2,0.2,867.78,96.18
ORD-0003868,2022-03-06,South,Furniture,Tables,4,0.0,514.89,114.22
ORD-0003869,2022-03-06,Central,Furniture,Furnishings,7,0.0,2135.91,747.01
ORD-0003870,2022-03-07,East,Furniture,Furnishings,2,0.1,444.48,134.88
ORD-0003871,2022-03-07,West,Technology,Phones,5,0.0,1474.65,374.08
ORD-0003872,2022-03-07,West,Furniture,Tables,2,0.0,573.3,127.38
ORD-0003873,2022-03-07,West,Office Supplies,Binders,4,0.0,132.05,15.86
ORD-0003874,2022-03-07,West,Technology,Machines,6,0.0,1871.01,270.14
ORD-0003875,2022-03-08,East,Office Supplies,Art,2,0.15,60.29,11.18
ORD-0003876,2022-03-08,East,Furniture,Furnishings,4,0.2,537.41,72.88
ORD-0003877,2022-03-08,East,Technology,Phones,7,0.0,2215.59,170.7
ORD-0003878,2022-03-08,East,Technology,Phones,1,0.0,337.31,96.62
ORD-0003879,2022-03-08,West,Office Supplies,Art,2,0.1,45.62,5.5
ORD-0003880,2022-03-09,West,Technology,Copiers,1,0.15,268.66,55.5
ORD-0003881,2022-03-09,South,Furniture,Chairs,1,0.3,161.63,33.31
ORD-0003882,2022-03-09,South,Furniture,Tables,3,0.2,539.62,93.65
ORD-0003883,2022-03-09,West,Technology,Copiers,3,0.2,964.89,150.96
ORD-0003884,2022-03-09,West,Furniture,Tables,5,0.0,1504.77,426.72
ORD-0003885,2022-03-09,Central,Office Supplies,Art,2,0.2,54.36,11.48
ORD-0003886,2022-03-09,East,Furniture,Tables,4,0.15,945.95,87.89
ORD-0003887,2022-03-09,Central,Technology,Copiers,5,0.0,1491.62,269.6
ORD-0003888,2022-03-10,East,Office Supplies,Paper,6,0.2,270.99,24.45
ORD-0003889,2022-03-10,South,Office Supplies,Art,6,0.0,307.19,77.26
ORD-0003890,2022-03-10,East,Office Supplies,Art,2,0.3,79.18,13.82
ORD-0003891,2022-03-10,East,Furniture,Bookcases,7,0.0,1976.95,357.95
ORD-0003892,2022-03-10,Central,Furniture,Chairs,4,0.1,651.38,142.25
ORD-0003893,2022-03-10,South,Technology,Phones,7,0.3,2105.19,401.27
ORD-0003894,2022-03-10,South,Technology,Phones,2,0.0,692.8,47.16
ORD-0003895,2022-03-10,East,Technology,Phones,3,0.0,905.74,77.36
ORD-0003896,2022-03-11,East,Office Supplies,Paper,7,0.3,264.22,50.04
ORD-0003897,2022-03-11,West,Furniture,Furnishings,6,0.2,2163.25,255.99
ORD-0003898,2022-03-11,East,Office Supplies,Storage,3,0.15,105.45,13.18
ORD-0003899,2022-03-11,East,Office Supplies,Paper,6,0.1,210.09,66.08
ORD-0003900,2022-03-11,Central,Office Supplies,Art,7,0.15,276.22,51.21
ORD-0003901,2022-03-11,Central,Office Supplies,Paper,6,0.1,190.95,31.4
ORD-0003902,2022-03-11,West,Office Supplies,Binders,6,0.0,183.6,24.9
ORD-0003903,2022-03-11,West,Office Supplies,Storage,4,0.2,173.67,9.7
ORD-0003904,2022-03-11,East,Office Supplies,Binders,5,0.0,110.0,23.42
ORD-0003905,2022-03-11,South,Furniture,Furnishings,2,0.3,491.14,52.5
ORD-0003906,2022-03-11,South,Office Supplies,Paper,7,0.3,195.72,13.75
ORD-0003907,2022-03-11,Central,Office Supplies,Storage,5,0.1,199.34,38.37
ORD-0003908,2022-03-11,East,Technology,Machines,5,0.3,1600.55,350.94
ORD-0003909,2022-03-11,West,Technology,Accessories,1,0.0,347.57,117.83
ORD-0003910,2022-03-12,Central,Furniture,Furnishings,2,0.15,474.13,117.73
ORD-0003911,2022-03-12,West,Office Supplies,Storage,4,0.0,142.9,31.61
ORD-0003912,2022-03-12,East,Furniture,Tables,2,0.0,446.94,44.6
ORD-0003913,2022-03-12,East,Office Supplies,Art,2,0.2,80.49,21.17
ORD-0003914,2022-03-12,West,Technology,Copiers,4,0.1,1753.09,420.67
ORD-0003915,2022-03-12,South,Furniture,Bookcases,5,0.0,1243.53,386.85
ORD-0003916,2022-03-12,West,Office Supplies,Binders,6,0.2,282.4,15.69
ORD-0003917,2022-03-13,South,Technology,Machines,4,0.0,802.32,229.3
ORD-0003918,2022-03-13,West,Technology,Accessories,4,0.1,1610.18,295.05
ORD-0003919,2022-03-13,Central,Office Supplies,Paper,7,0.1,355.6,44.58
ORD-0003920,2022-03-13,East,Furniture,Furnishings,1,0.2,218.6,13.03
ORD-0003921,2022-03-13,East,Technology,Copiers,6,0.2,2403.04,199.64
ORD-0003922,2022-03-13,East,Technology,Accessories,2,0.0,896.54,198.94
ORD-0003923,2022-03-13,West,Office Supplies,Storage,3,0.1,94.35,25.56
ORD-0003924,2022-03-14,West,Furniture,Bookcases,4,0.1,664.4,34.95
ORD-0003925,2022-03-14,West,Furniture,Bookcases,5,0.2,1253.9,345.09
ORD-0003926,2022-03-14,Central,Furniture,Chairs,1,0.0,271.44,92.89
ORD-0003927,2022-03-14,South,Office Supplies,Storage,1,0.0,28.05,5.81
ORD-0003928,2022-03-14,Central,Office Supplies,Paper,2,0.0,91.0,26.57
ORD-0003929,2022-03-14,East,Office Supplies,Binders,4,0.15,123.23,32.27
ORD-0003930,2022-03-14,East,Office Supplies,Art,6,0.0,228.0,28.28
ORD-0003931,2022-03-15,West,Furniture,Furnishings,7,0.3,1743.2,328.17
ORD-0003932,2022-03-15,West,Office Supplies,Paper,7,0.3,352.99,52.67
ORD-0003933,2022-03-15,East,Technology,Copiers,3,0.15,1147.88,80.86
ORD-0003934,2022-03-15,East,Office Supplies,Paper,4,0.0,101.5,24.22
ORD-0003935,2022-03-15,East,Furniture,Furnishings,3,0.3,1062.5,190.55
ORD-0003936,2022-03-15,East,Furniture,Bookcases,3,0.0,516.52,60.89
ORD-0003937,2022-03-15,West,Furniture,Tables,6,0.0,6175.53,1620.02
ORD-0003938,2022-03-15,South,Office Supplies,Art,1,0.0,35.25,3.42
ORD-0003939,2022-03-15,South,Furniture,Furnishings,1,0.15,302.78,26.63
ORD-0003940,2022-03-15,South,Office Supplies,Art,4,0.0,163.64,16.21
ORD-0003941,2022-03-15,East,Technology,Phones,5,0.2,1117.16,170.98
ORD-0003942,2022-03-16,South,Furniture,Bookcases,6,0.2,1423.12,349.96
ORD-0003943,2022-03-16,East,Furniture,Tables,3,0.2,440.74,49.39
ORD-0003944,2022-03-16,South,Office Supplies,Storage,3,0.3,127.78,30.18
ORD-0003945,2022-03-16,East,Technology,Machines,3,0.1,1046.64,184.31
ORD-0003946,2022-03-16,East,Technology,Copiers,2,0.0,690.43,91.76
ORD-0003947,2022-03-16,West,Furniture,Furnishings,3,0.1,2590.51,467.57
ORD-0003948,2022-03-16,East,Office Supplies,Art,7,0.15,89.49,9.69
ORD-0003949,2022-03-16,West,Office Supplies,Art,6,0.0,307.62,44.56
ORD-0003950,2022-03-16,West,Furniture,Bookcases,5,0.15,1097.34,260.6
ORD-0003951,2022-03-17,East,Office Supplies,Storage,1,0.2,40.65,6.93
ORD-0003952,2022-03-17,South,Technology,Accessories,1,0.15,279.31,83.0
ORD-0003953,2022-03-17,South,Office Supplies,Storage,3,0.2,92.41,6.45
ORD-0003954,2022-03-18,West,Furniture,Furnishings,2,0.2,489.14,40.24
ORD-0003955,2022-03-18,Central,Furniture,Furnishings,3,0.0,890.84,267.63
ORD-0003956,2022-03-18,West,Office Supplies,Art,1,0.15,42.04,7.65
ORD-0003957,2022-03-18,South,Technology,Accessories,6,0.15,1962.03,493.81
ORD-0003958,2022-03-18,East,Office Supplies,Storage,6,0.15,198.31,27.91
ORD-0003959,2022-03-18,East,Office Supplies,Paper,6,0.15,208.59,26.67
ORD-0003960,2022-03-18,East,Office Supplies,Storage,1,0.0,36.42,11.64
ORD-0003961,2022-03-18,East,Furniture,Bookcases,1,0.0,314.29,29.41
